data,abertura,alta,baixa,fechamento,ajuste_proximo,Volume
38063,10680000000,10940000000,10640000000,10900000000,8298516602,21170000
38064,10960000000,10960000000,10740000000,10880000000,8283291992,22035000
38065,10820000000,11100000000,10800000000,11100000000,8450785156,17055000
38068,11000000000,11080000000,10820000000,10880000000,8283291992,20000000
38069,10700000000,10880000000,10640000000,10820000000,8237611328,19105000
38070,10800000000,10900000000,10700000000,10840000000,8252836914,21040000
38071,10900000000,10940000000,10620000000,10700000000,8146250977,23440000
38072,10940000000,11080000000,10860000000,10900000000,8298516602,42705000
38075,10980000000,11220000000,10960000000,11100000000,8450785156,24570000
38076,11240000000,11300000000,11140000000,11200000000,8526921875,20140000
38077,11360000000,11440000000,11260000000,11440000000,8709636719,29890000
38078,11400000000,11500000000,11360000000,11500000000,8755317383,19785000
38079,11560000000,11580000000,11300000000,11300000000,8603052734,20525000
38082,11300000000,11300000000,11300000000,11300000000,8603052734,0
38083,11680000000,11900000000,11640000000,11900000000,9059848633,41690000
38084,11900000000,12140000000,11820000000,12000000000,9135983398,27205000
38085,12100000000,12100000000,11940000000,12100000000,9212113281,21400000
38086,11980000000,12000000000,11800000000,11900000000,9059848633,16065000
38089,11900000000,12280000000,11880000000,12200000000,9288250000,21795000
38090,12300000000,12440000000,12240000000,12320000000,9379611328,30255000
38091,12320000000,12320000000,12160000000,12300000000,9364381836,40205000
38092,12300000000,12300000000,12300000000,12300000000,9364381836,0
38093,12200000000,12200000000,11840000000,11880000000,9044623047,55345000
38096,11900000000,11980000000,11820000000,11980000000,9120752930,38710000
38097,12140000000,12300000000,11980000000,12300000000,9364381836,34160000
38098,12260000000,12540000000,12160000000,12500000000,9516647461,43295000
38099,12500000000,12620000000,12340000000,12400000000,9440514648,36920000
38100,12500000000,12740000000,12440000000,12740000000,9699371094,36010000
38103,12740000000,12760000000,12520000000,12520000000,9531874023,28090000
38104,12520000000,12580000000,12300000000,12360000000,9410060547,35100000
38105,12360000000,12380000000,12020000000,12040000000,9166436523,39765000
38106,11700000000,11800000000,11440000000,11520000000,8770541016,60840000
38107,11200000000,11420000000,10980000000,11140000000,8481238281,69125000
38110,11140000000,11220000000,10920000000,11120000000,8466013672,38245000
38111,11120000000,11280000000,11000000000,11100000000,8450785156,47555000
38112,11100000000,11100000000,11100000000,11100000000,8450785156,0
38113,10960000000,11000000000,10520000000,10560000000,8039665527,58090000
38114,10500000000,10800000000,10360000000,10800000000,8222383789,45745000
38117,10600000000,10680000000,9840000000,10180000000,7750357422,50775000
38118,10180000000,10320000000,9980000000,10020000000,7628544434,52660000
38119,10300000000,10600000000,10220000000,10500000000,7993984375,45270000
38120,10400000000,10500000000,10140000000,10140000000,7719906738,38605000
38121,10220000000,10320000000,9710000000,9830000000,7483893066,53855000
38124,9760000000,9840000000,9160000000,9160000000,6973799805,54650000
38125,9010000000,9560000000,8960000000,9470000000,7209812500,54350000
38126,9580000000,10120000000,9570000000,10000000000,7613319824,41465000
38127,9920000000,10180000000,9740000000,9890000000,7529572754,41540000
38128,9990000000,10040000000,9870000000,10040000000,7643772461,22495000
38131,10280000000,10300000000,10120000000,10220000000,7780813477,19995000
38132,10040000000,10060000000,9830000000,9840000000,7491504883,27125000
38133,9840000000,9840000000,9840000000,9840000000,7491504883,0
38134,10220000000,10260000000,10100000000,10120000000,7704677734,28035000
38135,10320000000,10400000000,10200000000,10400000000,7917854492,25515000
38138,10340000000,10360000000,9990000000,10120000000,7704677734,23875000
38139,10160000000,10340000000,10120000000,10300000000,7841717773,15500000
38140,10200000000,10220000000,9980000000,10040000000,7643772461,25795000
38141,10060000000,10140000000,9470000000,9470000000,7209812500,51000000
38142,9500000000,9630000000,9340000000,9620000000,7324015625,33960000
38145,9840000000,9940000000,9770000000,9920000000,7552413574,28310000
38146,10100000000,10140000000,9920000000,9960000000,7582866211,20680000
38147,10080000000,10100000000,9610000000,9660000000,7354466309,28850000
38148,9500000000,9580000000,9300000000,9360000000,7126065430,55930000
38149,9360000000,9370000000,8660000000,8730000000,6646428223,72110000
38152,8600000000,8880000000,8530000000,8570000000,6524614746,46480000
38153,8600000000,8770000000,8420000000,8770000000,6676880371,39720000
38154,8800000000,9030000000,8690000000,8720000000,6638813965,37445000
38155,8790000000,8840000000,8580000000,8840000000,6730174805,36855000
38156,8700000000,8880000000,8560000000,8710000000,6631201172,26215000
38159,8800000000,8980000000,8740000000,8920000000,6791079590,30140000
38160,8840000000,8890000000,8710000000,8880000000,6760628418,21445000
38161,9000000000,9080000000,8870000000,8980000000,6836758789,28555000
38162,9240000000,9450000000,9180000000,9390000000,7148907715,36185000
38163,9490000000,9660000000,9430000000,9640000000,7339237305,30360000
38166,9600000000,9600000000,9290000000,9360000000,7126065430,26850000
38167,9200000000,9470000000,9160000000,9420000000,7171748047,23050000
38168,9490000000,9590000000,9390000000,9540000000,7263105957,25990000
38169,9520000000,9550000000,9290000000,9300000000,7080386719,25615000
38170,9100000000,9100000000,8820000000,8880000000,6760628418,35895000
38173,8880000000,8930000000,8670000000,8860000000,6745401367,27500000
38174,8730000000,8930000000,8730000000,8820000000,6714949219,22855000
38175,8500000000,8740000000,8400000000,8740000000,6654041504,37500000
38176,8540000000,8640000000,8390000000,8400000000,6395188965,55340000
38177,8360000000,8510000000,8350000000,8480000000,6456094727,38780000
38180,8520000000,8590000000,8440000000,8460000000,6440868164,33385000
38181,8530000000,8670000000,8440000000,8670000000,6600746094,25770000
38182,8590000000,8650000000,8330000000,8360000000,6364733887,30450000
38183,8320000000,8380000000,7990000000,8170000000,6220080566,57275000
38184,8080000000,8460000000,7990000000,8460000000,6440868164,48085000
38187,8300000000,8550000000,8280000000,8530000000,6494160156,24125000
38188,8380000000,8460000000,8340000000,8340000000,6349509766,20245000
38189,8530000000,8630000000,8500000000,8590000000,6539842285,23740000
38190,8350000000,8370000000,8270000000,8350000000,6357120605,31100000
38191,8340000000,8430000000,8310000000,8360000000,6364733887,19550000
38194,8200000000,8410000000,8200000000,8360000000,6364733887,16385000
38195,8280000000,8420000000,8200000000,8400000000,6395188965,20840000
38196,8540000000,8590000000,8420000000,8460000000,6440868164,23450000
38197,8310000000,8360000000,8200000000,8220000000,6258147949,17945000
38198,8330000000,8390000000,8280000000,8340000000,6349509766,19500000
38201,8350000000,8350000000,8160000000,8160000000,6212468750,22380000
38202,8200000000,8300000000,8180000000,8260000000,6288602539,14365000
38203,8110000000,8260000000,8060000000,8260000000,6288602539,18795000
38204,8260000000,8470000000,8210000000,8460000000,6440868164,21590000
38205,8300000000,8520000000,8280000000,8390000000,6387574707,17920000
38208,8160000000,8380000000,8160000000,8380000000,6379960938,25340000
